BINs,Type,Score,S_EUI,BBL
3256538;3342605;3342610;3342613,Multifamily Housing,29,149.4,3036150001
3252482;3342623;3326600;3342618,Multifamily Housing,47,125.3,3036160001
3398651;3398652;3398648;3398654;3830507;3398650;3398649,Multifamily Housing,73,98.5,3036170025
3082699,Multifamily Housing,68,93.4,3036200038
3082700,Multifamily Housing,,158829,3036210001
3082733;3817988;3818852;3804313;3804307;3804311;3319596;3804309;3818855,Multifamily Housing,94,135.4,3036220056
3326601;3326600,Multifamily Housing,1,267.2,3036280001
3339612,Senior Care Community,71,205.8,3036310030
"3342483, 3342484, 3326604, 3342488",Multifamily Housing,53,136.6,3036340001
3083089,Non-Refrigerated Warehouse,1,341.7,3036500001
3401154,Non-Refrigerated Warehouse,86,47.1,3036720020
3083407,Self-Storage Facility,,28.9,3036750014
3083424,Residence Hall/Dormitory,37,194.6,3036790001
3378454,Residence Hall/Dormitory,97,66,3036790022
3083426,Residence Hall/Dormitory,1,451.2,3036790030
3083450,K-12 School,65,94.6,3036820033
3083643,Non-Refrigerated Warehouse,1,250.6,3037010007
3391573,Self-Storage Facility,,,3037190001
3327009;3327011;3327012;3328463;3328464;3328465;3336980;3336981,Multifamily Housing,4,190.2,3037240029
See Primary BBL,See Primary BBL,,,3037250001
See Primary BBL,See Primary BBL,,,3039930001
3083891,Multifamily Housing,100,53.1,3037260013
3080766;3326947;3326948;3326949;3084013;3327013;3327014;3327015,Multifamily Housing,6,209.9,3037270001
See Primary BBL,See Primary BBL,,,3037450001
See Primary BBL,See Primary BBL,,,3035070001
See Primary BBL,See Primary BBL,,,3037090001
3328020;3328019,Multifamily Housing,8,208.7,3037370001
3328033;3328034;3328050;3328051;3084282;3084284;3328036;3328035;3328048;3328049;3336125;3336124;3084439,Multifamily Housing,10,,3037680018
See Primary BBL,See Primary BBL,,,3037870001
See Primary BBL,See Primary BBL,,,3037670036
See Primary BBL,See Primary BBL,,,3037690030
See Primary BBL,See Primary BBL,,,3037700001
See Primary BBL,See Primary BBL,,,3037840001
See Primary BBL,See Primary BBL,,,3037850015
See Primary BBL,See Primary BBL,,,3037870005
3325015;3325018;3325017;3325016;3325020,Multifamily Housing,,207,3037690001
See Primary BBL,See Primary BBL,,,3037700022
3391591,Multifamily Housing,53,101,3037717501
3347581;3843107;3835312;3827046;3827044;3827042,Multifamily Housing,3,199.1,3037820130
3401200,Multifamily Housing,1,250.5,3037820140
3084436;3818693;3818688;3818686;3818684;3818683;3818681;3818680;3827043,Multifamily Housing,2,164,3037830001
3084735,Multifamily Housing,10,155.4,3038080011
3086211,Multifamily Housing,23,,3038860001
3086212,Multifamily Housing,4,,3038860005
3086213;3401466;3401467  ,Multifamily Housing,42,121.2,3038860010
3087906,Self-Storage Facility,,30.8,3039510042
3087979,Self-Storage Facility,,25.6,3039530045
3388694;3388695;3816530;3816529,Worship Facility,100,6.4,3039940010
3346455,Multifamily Housing,46,99.6,3039950001
3323714;3323715;3323716,Multifamily Housing,53,,3040290001
3398467,Multifamily Housing,96,66.7,3040917501
3091620,Multifamily Housing,35,128.6,3041170017
3327219;3327220,Self-Storage Facility,,54.8,3041450001
3094690;3814483,Office,25,252.6,3042140001
3095197,Senior Care Community,,217,3042370013
3095889;3820642,Multifamily Housing,31,160.6,3042710005
3343249;3343250;3343251;3343252;3343253;3343255;3343256;3343257;3343258;3343259;3343260;3350154;3833203,Multifamily Housing,50,154.4,3042719001
3337020;3337021;3337023;3337025;3337026;3337028;3337030;3337037;3337039;3337041;3337044;3337046;3337048;3337053;3337055,Multifamily Housing,5,,3042920061
3387645,Senior Care Community,57,283,3043350001
3097660,Non-Refrigerated Warehouse,86,44.8,3043440016
3097661,Distribution Center,,62.3,3043450001
3324162;3324274;3324275;3324276;3324277;3324278;3324279;3324280;3324285;3324286;3324287;3324288;3324289;3324290;3324292;3324293;3324294;3324295;3396477;3324015;3324016;3324017;3324018;3324019;3324020;3324021;3324022;3324281;3324282;3324283;3324284;3337061,Multifamily Housing,9,179.8,3043550001
See Primary BBL,See Primary BBL,,,3043760001
See Primary BBL,See Primary BBL,,,3043770001
See Primary BBL,See Primary BBL,,,3043710001
See Primary BBL,See Primary BBL,,,3043750001
See Primary BBL,See Primary BBL,,,3043930001
See Primary BBL,See Primary BBL,,,3043970001
See Primary BBL,See Primary BBL,,,3043750050
See Primary BBL,See Primary BBL,,,3043760050
3097755,Distribution Center,71,73.9,3043620001
Not Available,Mixed Use Property,,,3043650012
3827604,Self-Storage Facility,,,3043670001
3324010,K-12 School,100,68.9,3043690001
3097869,Non-Refrigerated Warehouse,,74.6,3043860001
3097872,Non-Refrigerated Warehouse,68,90.2,3043890001
3256632,Self-Storage Facility,,26.3,3044080001
3098068,Non-Refrigerated Warehouse,47,121.7,3044110001
3098287,Non-Refrigerated Warehouse,76,49.4,3044270001
3098289,Self-Storage Facility,,30.9,3044280001
3346034;3348858;3348859,Multifamily Housing,78,,3044310100
See Primary BBL,See Primary BBL,,,3044310070
3348861;3814970;3851234;3814975,Worship Facility,1,303.6,3044340001
See Primary BBL,See Primary BBL,,,3044320001
See Primary BBL,See Primary BBL,,,3044310200
See Primary BBL,See Primary BBL,,,3044310001
3346033,Multifamily Housing,38,143.2,3044340060
3348862,Multifamily Housing,34,147.8,3044340075
3398202,Multifamily Housing,81,131.2,3044487501
3339160,K-12 School,81,98,3044520080
3348826,Supermarket/Grocery Store,85,399.9,3044520450
3348833,Retail Store,76,227.9,3044520520
3348834,Retail Store,,151.3,3044520530
3398621,Multifamily Housing,,99.1,3044527501
3398622,Multifamily Housing,,135.8,3044527502
3327470,K-12 School,9,214.6,3044640025
3395103,Multifamily Housing,6,193.9,3044690001
3098621,Senior Care Community,18,,3044690010
3324204;3324205;3324206;3324207;3324208;3326208;3326209;3326993;3326994;3326995;3326996;3326997;3326998;3326999;3327749;3327750;3327751;3327752;3327755;3327756;3327757;3327758;3327759;3327760,Multifamily Housing,9,,3044860001
See Primary BBL,See Primary BBL,,,3044880001
See Primary BBL,See Primary BBL,,,3045080001
See Primary BBL,See Primary BBL,,,3045100001
3098764,Other - Entertainment/Public Assembly,,339.1,3044920004
3323062,Multifamily Housing,99,78.3,3045157501
3323063,Multifamily Housing,58,135.9,3045167501
3347342,Multifamily Housing,28,176.1,3045170003
3098935,Non-Refrigerated Warehouse,76,,3045250001
3099007,Non-Refrigerated Warehouse,3,202.1,3045430018
3099065,Other,92,32.1,3045590001
3099066,Distribution Center,31,140.8,3045600001
3099098,Multifamily Housing,,140.8,3045880001
"3323070, 3323071, 3340603",Multifamily Housing,62,128,3045900051
3099357,Multifamily Housing,,,3045940041
3099358,Multifamily Housing,1,248.7,3045940064
3099485,Multifamily Housing,87,117.5,3045980001
3327557,Senior Care Community,1,563,3046020001
3327565; 3327560,Hospital (General Medical & Surgical),71,569.7,3046020005
3100707,Multifamily Housing,69,119.8,3046320011
3100735,Multifamily Housing,69,118.9,3046330001
3394558;3825841,K-12 School,40,163.1,3046330050
3100739,Multifamily Housing,85,107.8,3046330065
3101145,Multifamily Housing,92,97,3046470034
3101228,Multifamily Housing,39,148.4,3046500052
3101303,Multifamily Housing,79,106.1,3046520069
3101761,Multifamily Housing,28,156.1,3046670001
3101825,Multifamily Housing,77,103.4,3046680069
3102483,Multifamily Housing,49,168.7,3046880001
3102995,Multifamily Housing,45,149.7,3047010038
3103082,Office,66,134.3,3047030036
3103608;3103609;3103610;3813583,Senior Care Community,84,180.9,3047170011
3103615,Hospital (General Medical & Surgical),68,399.1,3047180001
3103616,Senior Care Community,87,175.6,3047180020
3103619,Multifamily Housing,26,138.3,3047180036
3105176,Multifamily Housing,,123740.7,3047570001
3105968,Multifamily Housing,62,123.1,3047750041
3106048,Multifamily Housing,51,136.6,3047780001
3106488,Distribution Center,94,28.1,3047860022
3106612,Multifamily Housing,10,,3047950016
3106932,Multifamily Housing,,103.4,3048010037
3107232,Multifamily Housing,44,149.3,3048130001
3107233,Multifamily Housing,6,187.9,3048130011
3107245;3814738,Multifamily Housing,98,77.9,3048130035
3107316,Multifamily Housing,14,154.2,3048150037
3107446;3822925,Multifamily Housing,100,0.5,3048200001
3107464,Multifamily Housing,20,153.2,3048230001
3107786,Multifamily Housing,54,124.7,3048370089
3323149,Multifamily Housing,47,,3048470004
3108055,Multifamily Housing,,110.4,3048530022
3108056,Multifamily Housing,78,,3048530028
3108057,Multifamily Housing,90,,3048530035
3108059,Multifamily Housing,14,156.5,3048530043
3108077,Multifamily Housing,63,119.6,3048530082
3108078,Multifamily Housing,58,123.6,3048530086
3108080,Multifamily Housing,88,100.4,3048530093
3108400,Multifamily Housing,60,140.5,3048650001
3323150,Multifamily Housing,94,89.7,3048680034
3108694,Multifamily Housing,76,94.2,3048710052
3109867,Multifamily Housing,74,126,3048980004
3109903,Multifamily Housing,99,63.3,3048990008
3110167,Multifamily Housing,43,,3049050001
3110168,Multifamily Housing,93,,3049050017
3110191,Multifamily Housing,25,174.5,3049060001
3110194,Multifamily Housing,54,,3049060065
3110528,Multifamily Housing,58,132.2,3049180025
3110805,Multifamily Housing,21,159.3,3049330001
3112292,Multifamily Housing,41,146.2,3049630044
3337096;3337097;3337101;3337103;3337104;3339189;3339190;3345202;3339192;3337095;3339191;3345201,Multifamily Housing,26,169.1,3049640040
3323534;3323535;3323536;3323537,Multifamily Housing,34,160.1,3049640047
3112336,Multifamily Housing,67,112.7,3049660009
3327221;3327222;3327223;3327224;3327225;3327226;3327227;3327228;3327229;3327230;3327231;3327232,Multifamily Housing,12,193,3049670040
3112399,Multifamily Housing,32,134.8,3049680038
3333839,K-12 School,71,106.6,3049700035
3327544;3327545;3327546;3327547;3327548;3327549;3327550;3327551;3327552;3327553,Multifamily Housing,20,177.6,3049810001
3327336;3327337;3327338;3327339;3327340;3327341;3327342;3327343;3327344;3327345,Multifamily Housing,18,187.6,3049810050
3327402;3327403;3327404;3327405;3327406;3327407;3327408;3327409,Multifamily Housing,60,141.1,3049950030
3113812,Multifamily Housing,45,132.2,3049960002
3327269;3327270;3327271,Multifamily Housing,12,175.7,3050000200
3113953,Multifamily Housing,72,103.4,3050050020
3113954,Multifamily Housing,73,109.7,3050050026
3113984,Multifamily Housing,31,151.4,3050060006
3114553,Multifamily Housing,64,131.2,3050240006
3114586,Multifamily Housing,72,94.3,3050260011
3114590,Multifamily Housing,51,128.5,3050260028
3114591,Multifamily Housing,77,107.6,3050260034
3114592,Multifamily Housing,25,,3050260039
3114593,Multifamily Housing,44,139.6,3050260056
3114594;3820655,Multifamily Housing,40,117.9,3050260065
3114595,Multifamily Housing,41,125.9,3050260070
3114598,Multifamily Housing,82,,3050260085
3114603;3814922;3114604;3814921,Multifamily Housing,60,114.4,3050260100
3114604;3114603,Multifamily Housing,53,115.2,3050260132
3114642,Multifamily Housing,56,137.2,3050260235
3114643,Multifamily Housing,93,122.8,3050260241
3114644,Multifamily Housing,,113.8,3050260250
3114645,Multifamily Housing,67,109.2,3050260257
3114646,Multifamily Housing,,124,3050260264
3114663,Multifamily Housing,61,121.9,3050260313
3114670;3114671,Multifamily Housing,74,108.3,3050260344
3114671;3845478;3114670,Multifamily Housing,77,114.4,3050260350
3114847,Multifamily Housing,,129.7,3050310001
3115049;3846771,Multifamily Housing,21,149.7,3050340006
3115517,Multifamily Housing,78,111.2,3050420039
3115529,Multifamily Housing,100,,3050420073
Not Available,Multifamily Housing,100,77.8,3050420089
3115548,Multifamily Housing,78,,3050430001
3115581,Multifamily Housing,56,,3050430066
3115582,Multifamily Housing,70,100.1,3050430071
3115589,Multifamily Housing,82,,3050430086
3115631,Multifamily Housing,94,,3050440056
3115632,Multifamily Housing,99,64.1,3050440063
3115633,Multifamily Housing,17,156.4,3050440068
3115677,Multifamily Housing,80,108.9,3050450059
Not Available,Multifamily Housing,100,72.2,3050450078
3115699,Multifamily Housing,60,121.2,3050460018
3115700,Multifamily Housing,58,112.9,3050460028
3115812,Multifamily Housing,94,79.8,3050480034
3328161,Multifamily Housing,41,122.1,3050520027
3115913,Multifamily Housing,52,133.6,3050530018
3115917,Multifamily Housing,99,67.1,3050530038
3115923,Multifamily Housing,58,111.8,3050547501
3115972,Multifamily Housing,19,160.3,3050550065
3115980,Multifamily Housing,76,92.7,3050550082
3115999,Multifamily Housing,68,130.3,3050560014
3116025,Multifamily Housing,85,95.4,3050560064
3116034,Multifamily Housing,55,140.6,3050560083
3116085,Multifamily Housing,72,96.8,3050580007
3831636;3116086,Multifamily Housing,76,101.4,3050580024
3116088,Multifamily Housing,59,118,3050580044
3116106,Multifamily Housing,63,112.5,3050590022
3116111,Multifamily Housing,90,93.2,3050600008
3116112,Multifamily Housing,31,137.5,3050600018
3116114,Multifamily Housing,95,81.7,3050600027
3116115,Multifamily Housing,92,,3050600032
3116117,Multifamily Housing,33,134.5,3050600043
3116130,Multifamily Housing,98,74.4,3050610040
3116131,Multifamily Housing,54,116.6,3050610049
3116132,Multifamily Housing,63,124,3050620001
3116136,Multifamily Housing,87,92.7,3050620014
3116148;3812266,Multifamily Housing,78,93.6,3050620043
3116149,Multifamily Housing,21,153.8,3050620051
3116154,Multifamily Housing,56,103.8,3050630001
3116200,Multifamily Housing,93,,3050640029
3116204,Multifamily Housing,55,127.7,3050640040
3116211,Multifamily Housing,26,165.4,3050640082
3116212,Multifamily Housing,100,54.6,3050640087
3116213,Multifamily Housing,64,112.8,3050640092
Not Available,Multifamily Housing,100,80.8,3050650021
3116228,Multifamily Housing,88,92.4,3050650030
3116234,Multifamily Housing,86,86.1,3050650040
3116235,Multifamily Housing,75,101.4,3050650048
3116247,Multifamily Housing,73,117.3,3050650075
3116257,Multifamily Housing,84,,3050650095
3116258,Multifamily Housing,85,103.3,3050650100
3116259,Multifamily Housing,83,89.2,3050650105
3116266,Multifamily Housing,8,185.2,3050660031
3116267,Multifamily Housing,41,143.5,3050660039
3116276,Multifamily Housing,63,,3050660071
3116277,Multifamily Housing,89,90.2,3050660079
3116279,Multifamily Housing,95,94.8,3050660086
3116307,Multifamily Housing,100,48.7,3050710006
3116372,Multifamily Housing,100,40.9,3050720025
3116471,Multifamily Housing,67,95.6,3050770001
3116475,Multifamily Housing,88,88.7,3050770021
3116493,Multifamily Housing,79,97.7,3050780014
3116494,Multifamily Housing,74,103.3,3050780022
3346384,Multifamily Housing,39,160.9,3050800013
3116536,Multifamily Housing,63,123.8,3050800024
3116538,Multifamily Housing,69,102.1,3050800039
3116540,Multifamily Housing,48,,3050800054
3116541,Multifamily Housing,35,121.1,3050800060
3116550,Multifamily Housing,18,150.3,3050810001
3116551,Multifamily Housing,66,112.8,3050810015
3327283,Multifamily Housing,64,100.7,3050810028
3116560,Multifamily Housing,50,113.9,3050810058
3116593,Retail Store,81,,3050820055
3116594,Multifamily Housing,79,112.9,3050820067
3116596,Multifamily Housing,34,119.4,3050820079
3116612,Multifamily Housing,92,85.5,3050830026
3116614,Multifamily Housing,83,91.3,3050830037
3116615,Multifamily Housing,73,109.9,3050830044
3116622,Multifamily Housing,53,111.3,3050830071
3116623,Multifamily Housing,72,98.6,3050830086
3116640,Multifamily Housing,73,119.3,3050840001
3116642,Multifamily Housing,70,,3050840010
3116643,Multifamily Housing,,168.9,3050840015
3116644,Multifamily Housing,32,148.4,3050840024
3116645,Multifamily Housing,75,116.1,3050840029
3116652,Multifamily Housing,82,96.3,3050840042
3116659,Multifamily Housing,100,,3050840061
3116660,Multifamily Housing,54,116.9,3050840080
3350370,Multifamily Housing,64,277.3,3050840082
3116678,Multifamily Housing,,143.6,3050850027
3116680,Multifamily Housing,48,,3050850041
3116681,Multifamily Housing,79,109.3,3050850045
3344031,Multifamily Housing,50,115.5,3050850075
3116693,Multifamily Housing,51,117.2,3050850083
3116719,Multifamily Housing,62,115.9,3050860060
3116720,Multifamily Housing,83,,3050860066
3116809,Multifamily Housing,,135.7,3050880006
3116855,Multifamily Housing,97,73.1,3050890015
3117070,Multifamily Housing,78,96.9,3050970060
3117083;3812135;3812138;3117580;3117084,Multifamily Housing,73,,3050970104
3117084,Multifamily Housing,48,117,3050970112
3812135; 3117085,Multifamily Housing,21,161,3050970120
3117101;3117121,Multifamily Housing,52,108.6,3050990021
3117102,Multifamily Housing,15,158.3,3050990025
3117107,Multifamily Housing,79,116.3,3050990040
3117108,Multifamily Housing,12,,3050990047
3117109,Multifamily Housing,52,,3050990052
3117110,Multifamily Housing,78,102.4,3050990068
3117111,Multifamily Housing,28,,3050990074
3117116;3844063;3839898,Multifamily Housing,33,143.6,3050990106
